"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","year","months","address","lon","lat"
"1","2017-01","JURONG WEST","2 ROOM","990A","JURONG WEST ST 93","01 TO 03",56,"Premium Apartment",2008,90.58,240000,90,7,"990A JURONG WEST ST 93",103.695117,1.3353399
"2","2017-01","JURONG WEST","3 ROOM","421","JURONG WEST ST 42","07 TO 09",64,"Simplified",1985,67.42,269000,67,5,"421 JURONG WEST ST 42",103.727223,1.3502664
"3","2017-01","JURONG WEST","EXECUTIVE","274A","JURONG WEST AVE 3","04 TO 06",126,"Apartment",2001,83.92,438000,83,11,"274A JURONG WEST AVE 3",103.7036002,1.3523739
"4","2017-04","JURONG WEST","5 ROOM","517C","JURONG WEST ST 52","04 TO 06",115,"Improved",2000,82.17,591000,82,2,"517C JURONG WEST ST 52",103.7200927,1.3450075
"5","2019-03","WOODLANDS","5 ROOM","625B","WOODLANDS DR 52","10 TO 12",122,"Improved",1998,78.58,435000,78,7,"625B WOODLANDS DR 52",103.800003,1.433428
"6","2019-03","WOODLANDS","5 ROOM","555","WOODLANDS DR 53","07 TO 09",115,"Improved",1999,79.83,380000,79,10,"555 WOODLANDS DR 53",103.7956809,1.4323271
"7","2019-03","WOODLANDS","5 ROOM","682A","WOODLANDS DR 62","01 TO 03",120,"Premium Apartment",2000,79.92,390000,79,11,"682A WOODLANDS DR 62",103.8033582,1.4402305
"8","2019-03","WOODLANDS","5 ROOM","710","WOODLANDS DR 70","04 TO 06",118,"Improved",1997,77,398000,77,0,"710 WOODLANDS DR 70",103.797492,1.4407566
"9","2019-03","WOODLANDS","5 ROOM","673","WOODLANDS DR 71","04 TO 06",110,"Improved",2000,80.33,420000,80,4,"673 WOODLANDS DR 71",103.7999822,1.4391631
"10","2019-03","WOODLANDS","5 ROOM","686A","WOODLANDS DR 73","01 TO 03",115,"Premium Apartment",2003,83,355000,83,0,"686A WOODLANDS DR 73",103.8055513,1.4421015
"11","2019-03","WOODLANDS","5 ROOM","685B","WOODLANDS DR 73","10 TO 12",114,"Premium Apartment",2002,82.75,440000,82,9,"685B WOODLANDS DR 73",103.8060946,1.4413641
"12","2019-03","WOODLANDS","5 ROOM","686A","WOODLANDS DR 73","10 TO 12",114,"Premium Apartment",2003,82.92,418000,82,11,"686A WOODLANDS DR 73",103.8055513,1.4421015
"13","2019-03","WOODLANDS","5 ROOM","690D","WOODLANDS DR 75","01 TO 03",110,"Premium Apartment",2004,83.92,375000,83,11,"690D WOODLANDS DR 75",103.8078984,1.4425959
"14","2019-03","WOODLANDS","5 ROOM","688E","WOODLANDS DR 75","13 TO 15",111,"Premium Apartment",2004,84,393000,84,0,"688E WOODLANDS DR 75",103.8079058,1.4438487
"15","2017-04","JURONG WEST","EXECUTIVE","161","YUNG PING RD","04 TO 06",147,"Apartment",1997,78.75,450000,78,9,"161 YUNG PING RD",103.7218801,1.3302937
"16","2019-03","WOODLANDS","5 ROOM","687A","WOODLANDS DR 75","04 TO 06",115,"Premium Apartment",2003,82.83,382000,82,10,"687A WOODLANDS DR 75",103.8072719,1.4410632
"17","2019-03","WOODLANDS","5 ROOM","690A","WOODLANDS DR 75","04 TO 06",110,"Premium Apartment",2004,83.92,370000,83,11,"690A WOODLANDS DR 75",103.8083586,1.4436256
"18","2019-03","WOODLANDS","5 ROOM","628B","WOODLANDS RING RD","01 TO 03",122,"Improved",1998,78.58,3e+05,78,7,"628B WOODLANDS RING RD",103.8005255,1.4341688
"19","2019-03","WOODLANDS","5 ROOM","606","WOODLANDS RING RD","04 TO 06",122,"Improved",1998,77.92,420000,77,11,"606 WOODLANDS RING RD",103.7970166,1.4367042
"20","2019-03","WOODLANDS","5 ROOM","659","WOODLANDS RING RD","10 TO 12",122,"Improved",1998,77.92,415000,77,11,"659 WOODLANDS RING RD",103.7990313,1.4361964
"21","2019-03","WOODLANDS","5 ROOM","628B","WOODLANDS RING RD","07 TO 09",122,"Improved",1998,78.58,420000,78,7,"628B WOODLANDS RING RD",103.8005255,1.4341688
"22","2019-03","WOODLANDS","5 ROOM","170","WOODLANDS ST 11","04 TO 06",123,"Improved",1994,73.83,420000,73,10,"170 WOODLANDS ST 11",103.7763951,1.4336197
"23","2019-03","WOODLANDS","5 ROOM","174","WOODLANDS ST 13","07 TO 09",137,"Model A",1993,73.42,430000,73,5,"174 WOODLANDS ST 13",103.7777532,1.4333178
"24","2019-03","WOODLANDS","5 ROOM","409","WOODLANDS ST 41","01 TO 03",126,"Improved",1996,75.92,375000,75,11,"409 WOODLANDS ST 41",103.7734074,1.429161
"25","2019-03","WOODLANDS","5 ROOM","879","WOODLANDS ST 82","01 TO 03",123,"Improved",1996,76.25,365000,76,3,"879 WOODLANDS ST 82",103.7922627,1.4449182
"26","2017-04","JURONG WEST","EXECUTIVE","274A","JURONG WEST AVE 3","13 TO 15",126,"Apartment",2001,83.67,458000,83,8,"274A JURONG WEST AVE 3",103.7036002,1.3523739
"27","2019-03","WOODLANDS","5 ROOM","879","WOODLANDS ST 82","07 TO 09",121,"Improved",1996,76.25,380000,76,3,"879 WOODLANDS ST 82",103.7922627,1.4449182
"28","2019-03","WOODLANDS","5 ROOM","862","WOODLANDS ST 83","07 TO 09",127,"Improved",1996,76,438000,76,0,"862 WOODLANDS ST 83",103.7950569,1.4400474
"29","2019-03","WOODLANDS","EXECUTIVE","142","MARSILING RD","07 TO 09",170,"Apartment",1995,75.08,595000,75,1,"142 MARSILING RD",103.7771194,1.4369917
"30","2019-03","WOODLANDS","EXECUTIVE","362","WOODLANDS AVE 5","07 TO 09",145,"Apartment",1996,76.58,645000,76,7,"362 WOODLANDS AVE 5",103.7853586,1.4337849
"31","2019-03","WOODLANDS","EXECUTIVE","788D","WOODLANDS CRES","10 TO 12",143,"Maisonette",1999,79.17,560000,79,2,"788D WOODLANDS CRES",103.8023818,1.4439563
"32","2019-03","WOODLANDS","EXECUTIVE","788D","WOODLANDS CRES","10 TO 12",143,"Maisonette",1999,79.25,565000,79,3,"788D WOODLANDS CRES",103.8023818,1.4439563
"33","2019-03","WOODLANDS","EXECUTIVE","788D","WOODLANDS CRES","01 TO 03",143,"Maisonette",1999,79.17,542000,79,2,"788D WOODLANDS CRES",103.8023818,1.4439563
"34","2019-03","WOODLANDS","EXECUTIVE","585","WOODLANDS DR 16","01 TO 03",131,"Apartment",2001,81.58,485000,81,7,"585 WOODLANDS DR 16",103.7954546,1.4293564
"35","2019-03","WOODLANDS","EXECUTIVE","654","WOODLANDS RING RD","07 TO 09",141,"Apartment",1998,77.92,550000,77,11,"654 WOODLANDS RING RD",103.7991219,1.4377371
"36","2019-03","WOODLANDS","EXECUTIVE","646","WOODLANDS RING RD","10 TO 12",141,"Maisonette",1998,78.42,572000,78,5,"646 WOODLANDS RING RD",103.8003896,1.4375825
"37","2017-04","JURONG WEST","EXECUTIVE","548","JURONG WEST ST 42","04 TO 06",148,"Maisonette",1985,67,503000,67,0,"548 JURONG WEST ST 42",103.7154487,1.3531596
"38","2019-03","WOODLANDS","EXECUTIVE","650","WOODLANDS RING RD","01 TO 03",143,"Maisonette",1998,78.25,530000,78,3,"650 WOODLANDS RING RD",103.8007519,1.4384611
"39","2019-03","WOODLANDS","EXECUTIVE","112","WOODLANDS ST 13","01 TO 03",170,"Apartment",1995,74.83,640000,74,10,"112 WOODLANDS ST 13",103.7817143,1.4383398
"40","2019-03","WOODLANDS","EXECUTIVE","326","WOODLANDS ST 32","07 TO 09",152,"Apartment",1995,74.92,589000,74,11,"326 WOODLANDS ST 32",103.7795866,1.4303892
"41","2019-03","WOODLANDS","EXECUTIVE","345","WOODLANDS ST 32","04 TO 06",174,"Apartment",1995,74.83,645000,74,10,"345 WOODLANDS ST 32",103.7800167,1.4322764
"42","2019-03","WOODLANDS","EXECUTIVE","867","WOODLANDS ST 83","04 TO 06",148,"Apartment",1996,76.08,510000,76,1,"867 WOODLANDS ST 83",103.793055,1.4423255
"43","2019-04","JURONG WEST","2 ROOM","191","BOON LAY DR","01 TO 03",44,"Model A",1978,58.33,195000,58,4,"191 BOON LAY DR",103.7124931,1.344179
"44","2019-04","JURONG WEST","3 ROOM","185","BOON LAY AVE","19 TO 21",68,"Improved",1975,55.58,225888,55,7,"185 BOON LAY AVE",103.7109779,1.3465136
"45","2019-04","JURONG WEST","3 ROOM","187","BOON LAY AVE","07 TO 09",59,"Improved",1978,58.25,180000,58,3,"187 BOON LAY AVE",103.7105477,1.3452524
"46","2019-04","JURONG WEST","3 ROOM","186","BOON LAY AVE","16 TO 18",59,"Improved",1975,55.5,192000,55,6,"186 BOON LAY AVE",103.7112944,1.3457426
"47","2019-04","JURONG WEST","3 ROOM","180A","BOON LAY DR","13 TO 15",68,"Model A",2014,94.08,313000,94,1,"180A BOON LAY DR",103.7085869,1.347673
"48","2017-04","JURONG WEST","EXECUTIVE","556","JURONG WEST ST 42","04 TO 06",150,"Maisonette",1986,68.17,539900,68,2,"556 JURONG WEST ST 42",103.7177397,1.3535931
"49","2019-04","JURONG WEST","3 ROOM","181B","BOON LAY DR","13 TO 15",68,"Model A",2014,94.08,310000,94,1,"181B BOON LAY DR",103.7083841,1.3488487
"50","2019-04","JURONG WEST","3 ROOM","213","BOON LAY PL","10 TO 12",66,"Improved",1974,54.5,2e+05,54,6,"213 BOON LAY PL",103.7128562,1.3495248
"51","2019-04","JURONG WEST","3 ROOM","211","BOON LAY PL","13 TO 15",74,"Improved",1976,56.58,220000,56,7,"211 BOON LAY PL",103.7138514,1.3482735
"52","2019-04","JURONG WEST","3 ROOM","208","BOON LAY PL","01 TO 03",74,"Improved",1976,56.58,2e+05,56,7,"208 BOON LAY PL",103.7141227,1.3473196
"53","2019-04","JURONG WEST","3 ROOM","119","HO CHING RD","10 TO 12",67,"Improved",1972,51.83,210000,51,10,"119 HO CHING RD",103.7244363,1.3350991
"54","2019-04","JURONG WEST","3 ROOM","111","HO CHING RD","01 TO 03",68,"Improved",1970,50,175000,50,0,"111 HO CHING RD",103.7233499,1.3339298
"55","2019-04","JURONG WEST","3 ROOM","487","JURONG WEST AVE 1","07 TO 09",73,"Model A",1984,64.42,267000,64,5,"487 JURONG WEST AVE 1",103.7272454,1.3487094
"56","2019-04","JURONG WEST","3 ROOM","490","JURONG WEST AVE 1","04 TO 06",73,"Model A",1984,64.25,268000,64,3,"490 JURONG WEST AVE 1",103.7272456,1.3497351
"57","2019-04","JURONG WEST","3 ROOM","503","JURONG WEST AVE 1","01 TO 03",89,"Model A",1986,66,290000,66,0,"503 JURONG WEST AVE 1",103.717924,1.3500085
"58","2019-04","JURONG WEST","3 ROOM","484","JURONG WEST AVE 1","07 TO 09",67,"New Generation",1985,65.25,260000,65,3,"484 JURONG WEST AVE 1",103.7262498,1.3481291
"59","2017-04","JURONG WEST","EXECUTIVE","630","JURONG WEST ST 65","07 TO 09",130,"Apartment",2001,83.42,568000,83,5,"630 JURONG WEST ST 65",103.7001843,1.3427039
"60","2019-04","JURONG WEST","3 ROOM","464","JURONG WEST ST 41","10 TO 12",73,"Model A",1984,64.17,250000,64,2,"464 JURONG WEST ST 41",103.7223585,1.3503493
"61","2019-04","JURONG WEST","3 ROOM","433","JURONG WEST ST 42","01 TO 03",74,"Model A",1985,64.83,263000,64,10,"433 JURONG WEST ST 42",103.7228982,1.3527573
"62","2019-04","JURONG WEST","3 ROOM","451","JURONG WEST ST 42","01 TO 03",74,"Model A",1984,64.5,285000,64,6,"451 JURONG WEST ST 42",103.7187384,1.351899
"63","2019-04","JURONG WEST","3 ROOM","536","JURONG WEST ST 52","04 TO 06",67,"New Generation",1983,63.5,260000,63,6,"536 JURONG WEST ST 52",103.7165666,1.3498698
"64","2019-04","JURONG WEST","3 ROOM","513","JURONG WEST ST 52","10 TO 12",74,"Model A",1984,64,288000,64,0,"513 JURONG WEST ST 52",103.7200051,1.3475057
"65","2019-04","JURONG WEST","3 ROOM","528","JURONG WEST ST 52","04 TO 06",67,"New Generation",1983,63.17,275000,63,2,"528 JURONG WEST ST 52",103.7170188,1.3483286
"66","2019-04","JURONG WEST","3 ROOM","528","JURONG WEST ST 52","10 TO 12",67,"New Generation",1983,63.08,240000,63,1,"528 JURONG WEST ST 52",103.7170188,1.3483286
"67","2019-04","JURONG WEST","3 ROOM","929","JURONG WEST ST 92","07 TO 09",73,"Model A",1989,68.83,294000,68,10,"929 JURONG WEST ST 92",103.6893265,1.3413006
"68","2019-04","JURONG WEST","3 ROOM","929","JURONG WEST ST 92","07 TO 09",73,"Model A",1989,68.83,271000,68,10,"929 JURONG WEST ST 92",103.6893265,1.3413006
"69","2019-04","JURONG WEST","3 ROOM","339A","KANG CHING RD","13 TO 15",67,"Model A",2012,92,325000,92,0,"339A KANG CHING RD",103.7214636,1.3377751
"70","2017-04","JURONG WEST","EXECUTIVE","656D","JURONG WEST ST 61","10 TO 12",132,"Apartment",2002,84,570000,84,0,"656D JURONG WEST ST 61",103.6998675,1.335643
"71","2019-04","JURONG WEST","3 ROOM","121","YUAN CHING RD","07 TO 09",61,"Improved",1974,54.17,208000,54,2,"121 YUAN CHING RD",103.7240521,1.3357804
"72","2019-04","JURONG WEST","4 ROOM","183A","BOON LAY AVE","07 TO 09",92,"Model A",2015,94.75,415000,94,9,"183A BOON LAY AVE",103.7096888,1.3488103
"73","2019-04","JURONG WEST","4 ROOM","183C","BOON LAY AVE","01 TO 03",92,"Model A",2015,94.83,355000,94,10,"183C BOON LAY AVE",103.7092363,1.3485931
"74","2019-04","JURONG WEST","4 ROOM","183B","BOON LAY AVE","04 TO 06",92,"Model A",2015,94.75,400888,94,9,"183B BOON LAY AVE",103.7091709,1.3486637
"75","2019-04","JURONG WEST","4 ROOM","268A","BOON LAY DR","13 TO 15",90,"Model A",2002,81.83,335000,81,10,"268A BOON LAY DR",103.7076979,1.348089
"76","2019-04","JURONG WEST","4 ROOM","266","BOON LAY DR","04 TO 06",112,"Model A",1995,75.17,365000,75,2,"266 BOON LAY DR",103.7063401,1.3463387
"77","2019-04","JURONG WEST","4 ROOM","366","CORPORATION DR","07 TO 09",104,"Model A",1997,77.42,370000,77,5,"366 CORPORATION DR",103.7196027,1.3381447
"78","2019-04","JURONG WEST","4 ROOM","430","JURONG WEST AVE 1","04 TO 06",103,"Model A",1985,64.83,321000,64,10,"430 JURONG WEST AVE 1",103.725707,1.3519304
"79","2019-04","JURONG WEST","4 ROOM","428","JURONG WEST AVE 1","01 TO 03",103,"Model A",1985,64.92,328000,64,11,"428 JURONG WEST AVE 1",103.7253452,1.3516459
"80","2019-04","JURONG WEST","4 ROOM","273D","JURONG WEST AVE 3","04 TO 06",85,"Model A2",2001,81.58,3e+05,81,7,"273D JURONG WEST AVE 3",103.7030573,1.3522671
"81","2017-04","JURONG WEST","EXECUTIVE","151","YUNG HO RD","10 TO 12",147,"Maisonette",1990,72.58,570000,72,7,"151 YUNG HO RD",103.7216312,1.3268305
"82","2019-04","JURONG WEST","4 ROOM","275B","JURONG WEST ST 25","01 TO 03",90,"Model A",2002,81.75,285000,81,9,"275B JURONG WEST ST 25",103.7026275,1.3527275
"83","2019-04","JURONG WEST","4 ROOM","478","JURONG WEST ST 41","04 TO 06",91,"New Generation",1985,65,330000,65,0,"478 JURONG WEST ST 41",103.723987,1.3473363
"84","2019-04","JURONG WEST","4 ROOM","478","JURONG WEST ST 41","10 TO 12",91,"New Generation",1985,64.92,325000,64,11,"478 JURONG WEST ST 41",103.723987,1.3473363
"85","2019-04","JURONG WEST","4 ROOM","422","JURONG WEST ST 42","04 TO 06",92,"Simplified",1985,65.17,311000,65,2,"422 JURONG WEST ST 42",103.7263407,1.3506927
"86","2019-04","JURONG WEST","4 ROOM","433","JURONG WEST ST 42","07 TO 09",104,"Model A",1985,64.83,323000,64,10,"433 JURONG WEST ST 42",103.7228982,1.3527573
"87","2019-04","JURONG WEST","4 ROOM","420","JURONG WEST ST 42","07 TO 09",84,"Simplified",1985,65.08,3e+05,65,1,"420 JURONG WEST ST 42",103.7271552,1.3506148
"88","2019-04","JURONG WEST","4 ROOM","414","JURONG WEST ST 42","01 TO 03",104,"Model A",1984,64.5,288888,64,6,"414 JURONG WEST ST 42",103.7261563,1.3528118
"89","2019-04","JURONG WEST","4 ROOM","521","JURONG WEST ST 52","01 TO 03",94,"New Generation",1982,62.67,345000,62,8,"521 JURONG WEST ST 52",103.71729,1.3466422
"90","2019-04","JURONG WEST","4 ROOM","513","JURONG WEST ST 52","07 TO 09",105,"Model A",1984,64,413000,64,0,"513 JURONG WEST ST 52",103.7200051,1.3475057
"91","2019-04","JURONG WEST","4 ROOM","647","JURONG WEST ST 61","04 TO 06",100,"Model A",1998,78.42,380000,78,5,"647 JURONG WEST ST 61",103.6973793,1.3400826
"92","2017-04","JURONG WEST","EXECUTIVE","558","JURONG WEST ST 42","10 TO 12",150,"Maisonette",1985,67.25,578000,67,3,"558 JURONG WEST ST 42",103.7175587,1.3543268
"93","2019-04","JURONG WEST","4 ROOM","647","JURONG WEST ST 61","01 TO 03",101,"Model A",1998,78.42,393000,78,5,"647 JURONG WEST ST 61",103.6973793,1.3400826
"94","2019-04","JURONG WEST","4 ROOM","641","JURONG WEST ST 61","07 TO 09",100,"Model A",1998,78.25,420000,78,3,"641 JURONG WEST ST 61",103.6962935,1.3408214
"95","2019-04","JURONG WEST","4 ROOM","637","JURONG WEST ST 61","01 TO 03",90,"Model A",2004,84,325000,84,0,"637 JURONG WEST ST 61",103.6978317,1.3414719
"96","2019-04","JURONG WEST","4 ROOM","623","JURONG WEST ST 61","10 TO 12",91,"Model A",2001,80.83,377000,80,10,"623 JURONG WEST ST 61",103.6983973,1.3403882
"97","2019-04","JURONG WEST","4 ROOM","661B","JURONG WEST ST 64","16 TO 18",90,"Model A",2001,81.42,398000,81,5,"661B JURONG WEST ST 64",103.7055457,1.3359592
"98","2019-04","JURONG WEST","4 ROOM","684A","JURONG WEST ST 64","04 TO 06",94,"Premium Apartment",2000,80.33,375000,80,4,"684A JURONG WEST ST 64",103.7038963,1.3440084
"99","2019-04","JURONG WEST","4 ROOM","684C","JURONG WEST ST 64","07 TO 09",93,"Premium Apartment",2000,80.33,415000,80,4,"684C JURONG WEST ST 64",103.7045204,1.3436301
"100","2019-04","JURONG WEST","4 ROOM","657B","JURONG WEST ST 65","04 TO 06",92,"Model A",2001,81.17,345000,81,2,"657B JURONG WEST ST 65",103.7008177,1.336041
"101","2019-04","JURONG WEST","4 ROOM","657B","JURONG WEST ST 65","13 TO 15",91,"Model A",2001,81.17,368000,81,2,"657B JURONG WEST ST 65",103.7008177,1.336041
"102","2019-04","JURONG WEST","4 ROOM","657B","JURONG WEST ST 65","07 TO 09",91,"Model A",2001,81.17,356000,81,2,"657B JURONG WEST ST 65",103.7008177,1.336041
"103","2017-04","JURONG WEST","EXECUTIVE","656C","JURONG WEST ST 61","10 TO 12",132,"Apartment",2001,83.25,578000,83,3,"656C JURONG WEST ST 61",103.7000035,1.3360457
"104","2019-04","JURONG WEST","4 ROOM","657A","JURONG WEST ST 65","01 TO 03",91,"Model A",2002,82,335000,82,0,"657A JURONG WEST ST 65",103.7002746,1.3354572
"105","2019-04","JURONG WEST","4 ROOM","745","JURONG WEST ST 73","04 TO 06",104,"Model A",1990,70.25,320000,70,3,"745 JURONG WEST ST 73",103.6980607,1.347082
"106","2019-04","JURONG WEST","4 ROOM","751","JURONG WEST ST 73","10 TO 12",104,"Model A",1992,72.33,338000,72,4,"751 JURONG WEST ST 73",103.6991919,1.347625
"107","2019-04","JURONG WEST","4 ROOM","755","JURONG WEST ST 74","13 TO 15",109,"Model A",1996,76.5,368000,76,6,"755 JURONG WEST ST 74",103.7007304,1.3483488
"108","2019-04","JURONG WEST","4 ROOM","759","JURONG WEST ST 74","04 TO 06",107,"Model A",1996,76.42,324000,76,5,"759 JURONG WEST ST 74",103.6999162,1.3503318
"109","2019-04","JURONG WEST","4 ROOM","854","JURONG WEST ST 81","04 TO 06",104,"Model A",1996,76.42,329000,76,5,"854 JURONG WEST ST 81",103.6961112,1.3473154
"110","2019-04","JURONG WEST","4 ROOM","839","JURONG WEST ST 81","07 TO 09",109,"Model A",1993,73.17,320000,73,2,"839 JURONG WEST ST 81",103.6926761,1.3436329
"111","2019-04","JURONG WEST","4 ROOM","823","JURONG WEST ST 81","04 TO 06",104,"Model A",1990,70,310000,70,0,"823 JURONG WEST ST 81",103.6943056,1.3467006
"112","2019-04","JURONG WEST","4 ROOM","844","JURONG WEST ST 81","07 TO 09",108,"Model A",1996,75.92,340000,75,11,"844 JURONG WEST ST 81",103.6924956,1.3453923
"113","2019-04","JURONG WEST","4 ROOM","942","JURONG WEST ST 91","10 TO 12",105,"Model A",1989,69.33,308000,69,4,"942 JURONG WEST ST 91",103.6896664,1.3435574
"114","2017-01","JURONG WEST","EXECUTIVE","906","JURONG WEST ST 91","10 TO 12",141,"Apartment",1989,71.08,462000,71,1,"906 JURONG WEST ST 91",103.6855265,1.3415421
"115","2017-04","JURONG WEST","EXECUTIVE","656B","JURONG WEST ST 61","10 TO 12",132,"Apartment",2001,83.25,585000,83,3,"656B JURONG WEST ST 61",103.69937,1.3359759
"116","2019-04","JURONG WEST","4 ROOM","946","JURONG WEST ST 91","07 TO 09",113,"Model A",1989,69.25,342000,69,3,"946 JURONG WEST ST 91",103.6905274,1.3443229
"117","2019-04","JURONG WEST","4 ROOM","914","JURONG WEST ST 91","07 TO 09",103,"Model A",1988,68.25,302500,68,3,"914 JURONG WEST ST 91",103.6878931,1.3414562
"118","2019-04","JURONG WEST","4 ROOM","925","JURONG WEST ST 92","01 TO 03",103,"Model A",1988,68.5,297000,68,6,"925 JURONG WEST ST 92",103.6893265,1.3402018
"119","2019-04","JURONG WEST","4 ROOM","929","JURONG WEST ST 92","10 TO 12",103,"Model A",1989,68.75,310500,68,9,"929 JURONG WEST ST 92",103.6893265,1.3413006
"120","2019-04","JURONG WEST","4 ROOM","989D","JURONG WEST ST 93","01 TO 03",93,"Premium Apartment",2008,88.33,360000,88,4,"989D JURONG WEST ST 93",103.6954668,1.335564
"121","2019-04","JURONG WEST","4 ROOM","990A","JURONG WEST ST 93","01 TO 03",92,"Premium Apartment",2008,88.33,360000,88,4,"990A JURONG WEST ST 93",103.695117,1.3353399
"122","2019-04","JURONG WEST","4 ROOM","339A","KANG CHING RD","13 TO 15",89,"Model A",2012,91.92,440000,91,11,"339A KANG CHING RD",103.7214636,1.3377751
"123","2019-04","JURONG WEST","4 ROOM","348","KANG CHING RD","01 TO 03",102,"Model A",1997,77.08,363000,77,1,"348 KANG CHING RD",103.7200696,1.3399467
"124","2019-04","JURONG WEST","4 ROOM","337D","TAH CHING RD","07 TO 09",94,"Model A",2010,90,442000,90,0,"337D TAH CHING RD",103.7217221,1.3375336
"125","2019-04","JURONG WEST","4 ROOM","158","YUNG LOH RD","04 TO 06",106,"Model A",1996,75.83,350000,75,10,"158 YUNG LOH RD",103.7225362,1.3285142
"126","2017-04","JURONG WEST","EXECUTIVE","472","JURONG WEST ST 41","04 TO 06",151,"Maisonette",1985,67.42,790000,67,5,"472 JURONG WEST ST 41",103.7222677,1.3482252
"127","2019-04","JURONG WEST","4 ROOM","177","YUNG SHENG RD","07 TO 09",95,"Model A",2001,81.08,338000,81,1,"177 YUNG SHENG RD",103.7214276,1.3334086
"128","2019-04","JURONG WEST","5 ROOM","261","BOON LAY DR","07 TO 09",123,"Improved",1995,75.17,390000,75,2,"261 BOON LAY DR",103.7079687,1.3456701
"129","2019-04","JURONG WEST","5 ROOM","263","BOON LAY DR","04 TO 06",136,"Model A",1995,75.17,398000,75,2,"263 BOON LAY DR",103.7067696,1.3452923
"130","2019-04","JURONG WEST","5 ROOM","436","JURONG WEST AVE 1","04 TO 06",135,"Model A",1985,65.25,4e+05,65,3,"436 JURONG WEST AVE 1",103.7229014,1.3520927
"131","2019-04","JURONG WEST","5 ROOM","725","JURONG WEST AVE 5","07 TO 09",121,"Improved",1989,69.58,350000,69,7,"725 JURONG WEST AVE 5",103.6978341,1.3455083
"132","2019-04","JURONG WEST","5 ROOM","690","JURONG WEST CTRL 1","04 TO 06",119,"Premium Apartment",1998,78.08,510000,78,1,"690 JURONG WEST CTRL 1",103.7067447,1.3413112
"133","2019-04","JURONG WEST","5 ROOM","682C","JURONG WEST CTRL 1","13 TO 15",115,"Premium Apartment",2000,80.42,515000,80,5,"682C JURONG WEST CTRL 1",103.7054326,1.34326
"134","2019-04","JURONG WEST","5 ROOM","271D","JURONG WEST ST 24","10 TO 12",113,"Premium Apartment",2003,83.58,388088,83,7,"271D JURONG WEST ST 24",103.7049836,1.3501561
"135","2019-04","JURONG WEST","5 ROOM","272B","JURONG WEST ST 24","01 TO 03",112,"Premium Apartment",2003,83.5,380000,83,6,"272B JURONG WEST ST 24",103.7049836,1.3505958
"136","2019-04","JURONG WEST","5 ROOM","276D","JURONG WEST ST 25","04 TO 06",111,"Improved",2002,81.92,375000,81,11,"276D JURONG WEST ST 25",103.7044599,1.3536146
"137","2017-04","TAMPINES","3 ROOM","404","TAMPINES ST 41","01 TO 03",64,"Simplified",1985,67.42,287000,67,5,"404 TAMPINES ST 41",103.944446,1.3582054
"138","2019-04","JURONG WEST","5 ROOM","559","JURONG WEST ST 42","04 TO 06",137,"Model A-Maisonette",1985,65.17,430000,65,2,"559 JURONG WEST ST 42",103.7186447,1.3545404
"139","2019-04","JURONG WEST","5 ROOM","523","JURONG WEST ST 52","16 TO 18",118,"Improved",1982,62.08,535000,62,1,"523 JURONG WEST ST 52",103.7161587,1.3468317
"140","2019-04","JURONG WEST","5 ROOM","656C","JURONG WEST ST 61","07 TO 09",112,"Improved",2001,81.33,445000,81,4,"656C JURONG WEST ST 61",103.7000035,1.3360457
"141","2019-04","JURONG WEST","5 ROOM","622","JURONG WEST ST 61","10 TO 12",110,"Improved",2001,80.83,445000,80,10,"622 JURONG WEST ST 61",103.6990985,1.3407321
"142","2019-04","JURONG WEST","5 ROOM","652A","JURONG WEST ST 61","04 TO 06",110,"Improved",2002,82.08,450000,82,1,"652A JURONG WEST ST 61",103.6984653,1.3366404
"143","2019-04","JURONG WEST","5 ROOM","684C","JURONG WEST ST 64","10 TO 12",110,"Premium Apartment",2000,80.42,535000,80,5,"684C JURONG WEST ST 64",103.7045204,1.3436301
"144","2019-04","JURONG WEST","5 ROOM","676B","JURONG WEST ST 64","04 TO 06",110,"Premium Apartment",2008,88.25,415000,88,3,"676B JURONG WEST ST 64",103.7040325,1.3460223
"145","2019-04","JURONG WEST","5 ROOM","662C","JURONG WEST ST 64","16 TO 18",110,"Improved",2001,81.42,515000,81,5,"662C JURONG WEST ST 64",103.7040078,1.3374697
"146","2019-04","JURONG WEST","5 ROOM","683C","JURONG WEST ST 64","10 TO 12",111,"Premium Apartment",2000,80.5,535000,80,6,"683C JURONG WEST ST 64",103.7047014,1.3433361
"147","2019-04","JURONG WEST","5 ROOM","660A","JURONG WEST ST 64","07 TO 09",110,"Improved",2001,81.33,495000,81,4,"660A JURONG WEST ST 64",103.7045051,1.3357085
"148","2017-04","TAMPINES","3 ROOM","259","TAMPINES ST 21","04 TO 06",74,"Model A",1985,66.83,295000,66,10,"259 TAMPINES ST 21",103.9499757,1.3550981
"149","2019-04","JURONG WEST","5 ROOM","667C","JURONG WEST ST 65","13 TO 15",110,"Improved",2000,80.25,495000,80,3,"667C JURONG WEST ST 65",103.7022655,1.3411536
"150","2019-04","JURONG WEST","5 ROOM","610","JURONG WEST ST 65","04 TO 06",115,"Premium Apartment",2001,81,465000,81,0,"610 JURONG WEST ST 65",103.7009563,1.3380703
